Shanghai,Shanghai 2,Shanghai 2,Shanghai 2,Shanghai 2,Shanghai 2,Shanghai 2,DOW,DOW,DOW,DOW,DOW,DOW,DOW,Y
3560.24,3626.98,3613.49,3656.84,3579.15,3733.5,3761.01,4291.009766,4354.609863,4359.700195,4387.240234,4411.350098,4324.660156,4351.830078,7.11
3657.43,3560.24,3626.98,3613.49,3656.84,3579.15,3733.5,4303.77002,4291.009766,4354.609863,4359.700195,4387.240234,4411.350098,4324.660156,7.11
3637.32,3657.43,3560.24,3626.98,3613.49,3656.84,3579.15,4241.97998,4303.77002,4291.009766,4354.609863,4359.700195,4387.240234,4411.350098,7.1
3624.23,3637.32,3657.43,3560.24,3626.98,3613.49,3656.84,4286.75,4241.97998,4303.77002,4291.009766,4354.609863,4359.700195,4387.240234,7.11
3604.76,3624.23,3637.32,3657.43,3560.24,3626.98,3613.49,4234.700195,4286.75,4241.97998,4303.77002,4291.009766,4354.609863,4359.700195,7.11
3443.16,3604.76,3624.23,3637.32,3657.43,3560.24,3626.98,4298.640137,4234.700195,4286.75,4241.97998,4303.77002,4291.009766,4354.609863,7.11
3544.19,3443.16,3604.76,3624.23,3637.32,3657.43,3560.24,4408.279785,4298.640137,4234.700195,4286.75,4241.97998,4303.77002,4291.009766,7.11
3485.63,3544.19,3443.16,3604.76,3624.23,3637.32,3657.43,4396.669922,4408.279785,4298.640137,4234.700195,4286.75,4241.97998,4303.77002,7.11
3473.09,3485.63,3544.19,3443.16,3604.76,3624.23,3637.32,4436.330078,4396.669922,4408.279785,4298.640137,4234.700195,4286.75,4241.97998,7.1
3364.54,3473.09,3485.63,3544.19,3443.16,3604.76,3624.23,4425.459961,4436.330078,4396.669922,4408.279785,4298.640137,4234.700195,4286.75,7.1
3375.41,3364.54,3473.09,3485.63,3544.19,3443.16,3604.76,4422.379883,4425.459961,4436.330078,4396.669922,4408.279785,4298.640137,4234.700195,7.09
3459.03,3375.41,3364.54,3473.09,3485.63,3544.19,3443.16,4486.589844,4422.379883,4425.459961,4436.330078,4396.669922,4408.279785,4298.640137,7.09
3401.44,3459.03,3375.41,3364.54,3473.09,3485.63,3544.19,4542.649902,4486.589844,4422.379883,4425.459961,4436.330078,4396.669922,4408.279785,7.08
3433.35,3401.44,3459.03,3375.41,3364.54,3473.09,3485.63,4570.569824,4542.649902,4486.589844,4422.379883,4425.459961,4436.330078,4396.669922,7.08
3459.04,3433.35,3401.44,3459.03,3375.41,3364.54,3473.09,4597.77002,4570.569824,4542.649902,4486.589844,4422.379883,4425.459961,4436.330078,7.07
3436.4,3459.04,3433.35,3401.44,3459.03,3375.41,3364.54,4480.279785,4597.77002,4570.569824,4542.649902,4486.589844,4422.379883,4425.459961,7.05
3369.91,3436.4,3459.04,3433.35,3401.44,3459.03,3375.41,4489.930176,4480.279785,4597.77002,4570.569824,4542.649902,4486.589844,4422.379883,7.05
3351.64,3369.91,3436.4,3459.04,3433.35,3401.44,3459.03,4513.819824,4489.930176,4480.279785,4597.77002,4570.569824,4542.649902,4486.589844,7.06
3329.67,3351.64,3369.91,3436.4,3459.04,3433.35,3401.44,4448.310059,4513.819824,4489.930176,4480.279785,4597.77002,4570.569824,4542.649902,7.04
3072.33,3329.67,3351.64,3369.91,3436.4,3459.04,3433.35,4399.259766,4448.310059,4513.819824,4489.930176,4480.279785,4597.77002,4570.569824,7.03
3024.24,3072.33,3329.67,3351.64,3369.91,3436.4,3459.04,4428.839844,4399.259766,4448.310059,4513.819824,4489.930176,4480.279785,4597.77002,7.01
2957.53,3024.24,3072.33,3329.67,3351.64,3369.91,3436.4,4396.029785,4428.839844,4399.259766,4448.310059,4513.819824,4489.930176,4480.279785,7.01
2868.8,2957.53,3024.24,3072.33,3329.67,3351.64,3369.91,4402.080078,4396.029785,4428.839844,4399.259766,4448.310059,4513.819824,4489.930176,7.01
2874.1,2868.8,2957.53,3024.24,3072.33,3329.67,3351.64,4458.839844,4402.080078,4396.029785,4428.839844,4399.259766,4448.310059,4513.819824,7.01
2794.75,2874.1,2868.8,2957.53,3024.24,3072.33,3329.67,4484.390137,4458.839844,4402.080078,4396.029785,4428.839844,4399.259766,4448.310059,7.02
2941.11,2794.75,2874.1,2868.8,2957.53,3024.24,3072.33,4482.879883,4484.390137,4458.839844,4402.080078,4396.029785,4428.839844,4399.259766,7.02
2748.87,2941.11,2794.75,2874.1,2868.8,2957.53,3024.24,4424.060059,4482.879883,4484.390137,4458.839844,4402.080078,4396.029785,4428.839844,7.02
2831.74,2748.87,2941.11,2794.75,2874.1,2868.8,2957.53,4434.200195,4424.060059,4482.879883,4484.390137,4458.839844,4402.080078,4396.029785,7
2760.42,2831.74,2748.87,2941.11,2794.75,2874.1,2868.8,4394.049805,4434.200195,4424.060059,4482.879883,4484.390137,4458.839844,4402.080078,7
2803.02,2760.42,2831.74,2748.87,2941.11,2794.75,2874.1,4317.890137,4394.049805,4434.200195,4424.060059,4482.879883,4484.390137,4458.839844,7
2905.01,2803.02,2760.42,2831.74,2748.87,2941.11,2794.75,4310.509766,4317.890137,4394.049805,4434.200195,4424.060059,4482.879883,4484.390137,6.99
2901.85,2905.01,2803.02,2760.42,2831.74,2748.87,2941.11,4230.799805,4310.509766,4317.890137,4394.049805,4434.200195,4424.060059,4482.879883,7.01
2748.43,2901.85,2905.01,2803.02,2760.42,2831.74,2748.87,4267.790039,4230.799805,4310.509766,4317.890137,4394.049805,4434.200195,4424.060059,7
2736.1,2748.43,2901.85,2905.01,2803.02,2760.42,2831.74,4185.339844,4267.790039,4230.799805,4310.509766,4317.890137,4394.049805,4434.200195,6.99
2651.61,2736.1,2748.43,2901.85,2905.01,2803.02,2760.42,4224.97998,4185.339844,4267.790039,4230.799805,4310.509766,4317.890137,4394.049805,6.99
2651.72,2651.61,2736.1,2748.43,2901.85,2905.01,2803.02,4270.950195,4224.97998,4185.339844,4267.790039,4230.799805,4310.509766,4317.890137,6.98
2703.53,2651.72,2651.61,2736.1,2748.43,2901.85,2905.01,4199.02002,4270.950195,4224.97998,4185.339844,4267.790039,4230.799805,4310.509766,7.01
2669.89,2703.53,2651.72,2651.61,2736.1,2748.43,2901.85,4257.580078,4199.02002,4270.950195,4224.97998,4185.339844,4267.790039,4230.799805,7
2792.4,2669.89,2703.53,2651.72,2651.61,2736.1,2748.43,4183.100098,4257.580078,4199.02002,4270.950195,4224.97998,4185.339844,4267.790039,6.99
2814.95,2792.4,2669.89,2703.53,2651.72,2651.61,2736.1,4171.450195,4183.100098,4257.580078,4199.02002,4270.950195,4224.97998,4185.339844,6.99
2920.55,2814.95,2792.4,2669.89,2703.53,2651.72,2651.61,4055.52002,4171.450195,4183.100098,4257.580078,4199.02002,4270.950195,4224.97998,7
2875.45,2920.55,2814.95,2792.4,2669.89,2703.53,2651.72,4043.320068,4055.52002,4171.450195,4183.100098,4257.580078,4199.02002,4270.950195,7.01
2856.63,2875.45,2920.55,2814.95,2792.4,2669.89,2703.53,3989.649902,4043.320068,4055.52002,4171.450195,4183.100098,4257.580078,4199.02002,7
2878.26,2856.63,2875.45,2920.55,2814.95,2792.4,2669.89,4150.350098,3989.649902,4043.320068,4055.52002,4171.450195,4183.100098,4257.580078,6.98
2779.45,2878.26,2856.63,2875.45,2920.55,2814.95,2792.4,4149.47998,4150.350098,3989.649902,4043.320068,4055.52002,4171.450195,4183.100098,6.99
2705.87,2779.45,2878.26,2856.63,2875.45,2920.55,2814.95,4107.919922,4149.47998,4150.350098,3989.649902,4043.320068,4055.52002,4171.450195,6.99
2684.78,2705.87,2779.45,2878.26,2856.63,2875.45,2920.55,4162.419922,4107.919922,4149.47998,4150.350098,3989.649902,4043.320068,4055.52002,6.99
2778.37,2684.78,2705.87,2779.45,2878.26,2856.63,2875.45,4196.47998,4162.419922,4107.919922,4149.47998,4150.350098,3989.649902,4043.320068,6.98
2861.42,2778.37,2684.78,2705.87,2779.45,2878.26,2856.63,4199.189941,4196.47998,4162.419922,4107.919922,4149.47998,4150.350098,3989.649902,6.99
2846.12,2861.42,2778.37,2684.78,2705.87,2779.45,2878.26,4290.680176,4199.189941,4196.47998,4162.419922,4107.919922,4149.47998,4150.350098,6.99
2837.85,2846.12,2861.42,2778.37,2684.78,2705.87,2779.45,4334.430176,4290.680176,4199.189941,4196.47998,4162.419922,4107.919922,4149.47998,7
2910.29,2837.85,2846.12,2861.42,2778.37,2684.78,2705.87,4309.240234,4334.430176,4290.680176,4199.189941,4196.47998,4162.419922,4107.919922,6.99
2865.1,2910.29,2837.85,2846.12,2861.42,2778.37,2684.78,4200.459961,4309.240234,4334.430176,4290.680176,4199.189941,4196.47998,4162.419922,6.99
2903.01,2865.1,2910.29,2837.85,2846.12,2861.42,2778.37,4192.549805,4200.459961,4309.240234,4334.430176,4290.680176,4199.189941,4196.47998,6.99
2850.31,2903.01,2865.1,2910.29,2837.85,2846.12,2861.42,4216.850098,4192.549805,4200.459961,4309.240234,4334.430176,4290.680176,4199.189941,7
2836.67,2850.31,2903.01,2865.1,2910.29,2837.85,2846.12,4188.97998,4216.850098,4192.549805,4200.459961,4309.240234,4334.430176,4290.680176,6.99
2775.72,2836.67,2850.31,2903.01,2865.1,2910.29,2837.85,4214.859863,4188.97998,4216.850098,4192.549805,4200.459961,4309.240234,4334.430176,6.99
2801.82,2775.72,2836.67,2850.31,2903.01,2865.1,2910.29,4240.819824,4214.859863,4188.97998,4216.850098,4192.549805,4200.459961,4309.240234,6.97
2741.74,2801.82,2775.72,2836.67,2850.31,2903.01,2865.1,4284.569824,4240.819824,4214.859863,4188.97998,4216.850098,4192.549805,4200.459961,6.97
2690.75,2741.74,2801.82,2775.72,2836.67,2850.31,2903.01,4227.160156,4284.569824,4240.819824,4214.859863,4188.97998,4216.850098,4192.549805,6.96
2719.37,2690.75,2741.74,2801.82,2775.72,2836.67,2850.31,4224.200195,4227.160156,4284.569824,4240.819824,4214.859863,4188.97998,4216.850098,6.94
2727.58,2719.37,2690.75,2741.74,2801.82,2775.72,2836.67,4219.470215,4224.200195,4227.160156,4284.569824,4240.819824,4214.859863,4188.97998,6.94
2605.72,2727.58,2719.37,2690.75,2741.74,2801.82,2775.72,4246.140137,4219.470215,4224.200195,4227.160156,4284.569824,4240.819824,4214.859863,6.95
2470.07,2605.72,2727.58,2719.37,2690.75,2741.74,2801.82,4194.72998,4246.140137,4219.470215,4224.200195,4227.160156,4284.569824,4240.819824,6.94
2457.2,2470.07,2605.72,2727.58,2719.37,2690.75,2741.74,4218.560059,4194.72998,4246.140137,4219.470215,4224.200195,4227.160156,4284.569824,6.94
2446.3,2457.2,2470.07,2605.72,2727.58,2719.37,2690.75,4277.790039,4218.560059,4194.72998,4246.140137,4219.470215,4224.200195,4227.160156,6.94
2437.08,2446.3,2457.2,2470.07,2605.72,2727.58,2719.37,4321.759766,4277.790039,4218.560059,4194.72998,4246.140137,4219.470215,4224.200195,6.93
2450.61,2437.08,2446.3,2457.2,2470.07,2605.72,2727.58,4287.459961,4321.759766,4277.790039,4218.560059,4194.72998,4246.140137,4219.470215,6.93
2319.87,2450.61,2437.08,2446.3,2457.2,2470.07,2605.72,4242.060059,4287.459961,4321.759766,4277.790039,4218.560059,4194.72998,4246.140137,6.96
2344.47,2319.87,2450.61,2437.08,2446.3,2457.2,2470.07,4129.040039,4242.060059,4287.459961,4321.759766,4277.790039,4218.560059,4194.72998,6.95
2523.28,2344.47,2319.87,2450.61,2437.08,2446.3,2457.2,4146.649902,4129.040039,4242.060059,4287.459961,4321.759766,4277.790039,4218.560059,6.92
2431.72,2523.28,2344.47,2319.87,2450.61,2437.08,2446.3,4158.970215,4146.649902,4129.040039,4242.060059,4287.459961,4321.759766,4277.790039,6.92
2405.23,2431.72,2523.28,2344.47,2319.87,2450.61,2437.08,4182.930176,4158.970215,4146.649902,4129.040039,4242.060059,4287.459961,4321.759766,6.92
2413.37,2405.23,2431.72,2523.28,2344.47,2319.87,2450.61,4090.409912,4182.930176,4158.970215,4146.649902,4129.040039,4242.060059,4287.459961,6.91
2350.08,2413.37,2405.23,2431.72,2523.28,2344.47,2319.87,4052.310059,4090.409912,4182.930176,4158.970215,4146.649902,4129.040039,4242.060059,6.91
2342.15,2350.08,2413.37,2405.23,2431.72,2523.28,2344.47,3994.199951,4052.310059,4090.409912,4182.930176,4158.970215,4146.649902,4129.040039,6.9
2350.14,2342.15,2350.08,2413.37,2405.23,2431.72,2523.28,4143.569824,3994.199951,4052.310059,4090.409912,4182.930176,4158.970215,4146.649902,6.89
2397.37,2350.14,2342.15,2350.08,2413.37,2405.23,2431.72,4103.799805,4143.569824,3994.199951,4052.310059,4090.409912,4182.930176,4158.970215,6.9
2325.14,2397.37,2350.14,2342.15,2350.08,2413.37,2405.23,4125.209961,4103.799805,4143.569824,3994.199951,4052.310059,4090.409912,4182.930176,6.88
2304.89,2325.14,2397.37,2350.14,2342.15,2350.08,2413.37,4064.600098,4125.209961,4103.799805,4143.569824,3994.199951,4052.310059,4090.409912,6.88
2276.67,2304.89,2325.14,2397.37,2350.14,2342.15,2350.08,4058.290039,4064.600098,4125.209961,4103.799805,4143.569824,3994.199951,4052.310059,6.88
2277.41,2276.67,2304.89,2325.14,2397.37,2350.14,2342.15,4209.660156,4058.290039,4064.600098,4125.209961,4103.799805,4143.569824,3994.199951,6.87
2202.45,2277.41,2276.67,2304.89,2325.14,2397.37,2350.14,4103.470215,4209.660156,4058.290039,4064.600098,4125.209961,4103.799805,4143.569824,6.87
2143.42,2202.45,2277.41,2276.67,2304.89,2325.14,2397.37,4189.600098,4103.470215,4209.660156,4058.290039,4064.600098,4125.209961,4103.799805,6.87
2145.78,2143.42,2202.45,2277.41,2276.67,2304.89,2325.14,4261.5,4189.600098,4103.470215,4209.660156,4058.290039,4064.600098,4125.209961,6.86
2150.76,2145.78,2143.42,2202.45,2277.41,2276.67,2304.89,4268.180176,4261.5,4189.600098,4103.470215,4209.660156,4058.290039,4064.600098,6.86
2078.98,2150.76,2145.78,2143.42,2202.45,2277.41,2276.67,4226.959961,4268.180176,4261.5,4189.600098,4103.470215,4209.660156,4058.290039,6.86
2079.67,2078.98,2150.76,2145.78,2143.42,2202.45,2277.41,4200.290039,4226.959961,4268.180176,4261.5,4189.600098,4103.470215,4209.660156,6.86
1986.64,2079.67,2078.98,2150.76,2145.78,2143.42,2202.45,4171.410156,4200.290039,4226.959961,4268.180176,4261.5,4189.600098,4103.470215,6.85
1929.05,1986.64,2079.67,2078.98,2150.76,2145.78,2143.42,4196.939941,4171.410156,4200.290039,4226.959961,4268.180176,4261.5,4189.600098,6.85
1895.84,1929.05,1986.64,2079.67,2078.98,2150.76,2145.78,4339.970215,4196.939941,4171.410156,4200.290039,4226.959961,4268.180176,4261.5,6.86
2075.09,1895.84,1929.05,1986.64,2079.67,2078.98,2150.76,4338.25,4339.970215,4196.939941,4171.410156,4200.290039,4226.959961,4268.180176,6.85
2236.41,2075.09,1895.84,1929.05,1986.64,2079.67,2078.98,4345.410156,4338.25,4339.970215,4196.939941,4171.410156,4200.290039,4226.959961,6.86
2201.51,2236.41,2075.09,1895.84,1929.05,1986.64,2079.67,4341.419922,4345.410156,4338.25,4339.970215,4196.939941,4171.410156,4200.290039,6.84
2216.81,2201.51,2236.41,2075.09,1895.84,1929.05,1986.64,4345.439941,4341.419922,4345.410156,4338.25,4339.970215,4196.939941,4171.410156,6.83
2297.5,2216.81,2201.51,2236.41,2075.09,1895.84,1929.05,4339.580078,4345.439941,4341.419922,4345.410156,4338.25,4339.970215,4196.939941,6.85
2293.78,2297.5,2216.81,2201.51,2236.41,2075.09,1895.84,4282.899902,4339.580078,4345.439941,4341.419922,4345.410156,4338.25,4339.970215,6.82
2173.74,2293.78,2297.5,2216.81,2201.51,2236.41,2075.09,4307,4282.899902,4339.580078,4345.439941,4341.419922,4345.410156,4338.25,6.81
2157.84,2173.74,2293.78,2297.5,2216.81,2201.51,2236.41,4251.379883,4307,4282.899902,4339.580078,4345.439941,4341.419922,4345.410156,6.82
2092.22,2157.84,2173.74,2293.78,2297.5,2216.81,2201.51,4253.490234,4251.379883,4307,4282.899902,4339.580078,4345.439941,4341.419922,6.82
2074.58,2092.22,2157.84,2173.74,2293.78,2297.5,2216.81,4284.120117,4253.490234,4251.379883,4307,4282.899902,4339.580078,4345.439941,6.83
2000.57,2074.58,2092.22,2157.84,2173.74,2293.78,2297.5,4397.439941,4284.120117,4253.490234,4251.379883,4307,4282.899902,4339.580078,6.82
2073.57,2000.57,2074.58,2092.22,2157.84,2173.74,2293.78,4372.899902,4397.439941,4284.120117,4253.490234,4251.379883,4307,4282.899902,6.83
2017.32,2073.57,2000.57,2074.58,2092.22,2157.84,2173.74,4445.97998,4372.899902,4397.439941,4284.120117,4253.490234,4251.379883,4307,6.83
1994.67,2017.32,2073.57,2000.57,2074.58,2092.22,2157.84,4422.859863,4445.97998,4372.899902,4397.439941,4284.120117,4253.490234,4251.379883,6.82
1909.94,1994.67,2017.32,2073.57,2000.57,2074.58,2092.22,4379.669922,4422.859863,4445.97998,4372.899902,4397.439941,4284.120117,4253.490234,6.83
1930.65,1909.94,1994.67,2017.32,2073.57,2000.57,2074.58,4389.25,4379.669922,4422.859863,4445.97998,4372.899902,4397.439941,4284.120117,6.83
1974.01,1930.65,1909.94,1994.67,2017.32,2073.57,2000.57,4428.850098,4389.25,4379.669922,4422.859863,4445.97998,4372.899902,4397.439941,6.83
1958.53,1974.01,1930.65,1909.94,1994.67,2017.32,2073.57,4457.140137,4428.850098,4389.25,4379.669922,4422.859863,4445.97998,4372.899902,6.84
1895.82,1958.53,1974.01,1930.65,1909.94,1994.67,2017.32,4464.930176,4457.140137,4428.850098,4389.25,4379.669922,4422.859863,4445.97998,6.84
1875.56,1895.82,1958.53,1974.01,1930.65,1909.94,1994.67,4465.22998,4464.930176,4457.140137,4428.850098,4389.25,4379.669922,4422.859863,6.85
1839.62,1875.56,1895.82,1958.53,1974.01,1930.65,1909.94,4451.220215,4465.22998,4464.930176,4457.140137,4428.850098,4389.25,4379.669922,6.85
1723.35,1839.62,1875.56,1895.82,1958.53,1974.01,1930.65,4543.160156,4451.220215,4465.22998,4464.930176,4457.140137,4428.850098,4389.25,6.85
1771.82,1723.35,1839.62,1875.56,1895.82,1958.53,1974.01,4551.959961,4543.160156,4451.220215,4465.22998,4464.930176,4457.140137,4428.850098,6.86
1719.81,1771.82,1723.35,1839.62,1875.56,1895.82,1958.53,4518.290039,4551.959961,4543.160156,4451.220215,4465.22998,4464.930176,4457.140137,6.86
1763.61,1719.81,1771.82,1723.35,1839.62,1875.56,1895.82,4548.589844,4518.290039,4551.959961,4543.160156,4451.220215,4465.22998,4464.930176,6.86
1728.79,1763.61,1719.81,1771.82,1723.35,1839.62,1875.56,4454.649902,4548.589844,4518.290039,4551.959961,4543.160156,4451.220215,4465.22998,6.87
1719.77,1728.79,1763.61,1719.81,1771.82,1723.35,1839.62,4472.220215,4454.649902,4548.589844,4518.290039,4551.959961,4543.160156,4451.220215,6.86
1706.7,1719.77,1728.79,1763.61,1719.81,1771.82,1723.35,4443.279785,4472.220215,4454.649902,4548.589844,4518.290039,4551.959961,4543.160156,6.86
1760.61,1706.7,1719.77,1728.79,1763.61,1719.81,1771.82,4486.600098,4443.279785,4472.220215,4454.649902,4548.589844,4518.290039,4551.959961,6.86
1717.72,1760.61,1706.7,1719.77,1728.79,1763.61,1719.81,4486.850098,4486.600098,4443.279785,4472.220215,4454.649902,4548.589844,4518.290039,6.87
1747.71,1717.72,1760.61,1706.7,1719.77,1728.79,1763.61,4520.689941,4486.850098,4486.600098,4443.279785,4472.220215,4454.649902,4548.589844,6.86
1874.8,1747.71,1717.72,1760.61,1706.7,1719.77,1728.79,4549.600098,4520.689941,4486.850098,4486.600098,4443.279785,4472.220215,4454.649902,6.85
1843.61,1874.8,1747.71,1717.72,1760.61,1706.7,1719.77,4544.589844,4549.600098,4520.689941,4486.850098,4486.600098,4443.279785,4472.220215,6.84
1859.11,1843.61,1874.8,1747.71,1717.72,1760.61,1706.7,4569.160156,4544.589844,4549.600098,4520.689941,4486.850098,4486.600098,4443.279785,6.83
1927.61,1859.11,1843.61,1874.8,1747.71,1717.72,1760.61,4527.700195,4569.160156,4544.589844,4549.600098,4520.689941,4486.850098,4486.600098,6.85
1986.44,1927.61,1859.11,1843.61,1874.8,1747.71,1717.72,4457.370117,4527.700195,4569.160156,4544.589844,4549.600098,4520.689941,4486.850098,6.78
2030.48,1986.44,1927.61,1859.11,1843.61,1874.8,1747.71,4464.540039,4457.370117,4527.700195,4569.160156,4544.589844,4549.600098,4520.689941,6.81
1902.43,2030.48,1986.44,1927.61,1859.11,1843.61,1874.8,4394.990234,4464.540039,4457.370117,4527.700195,4569.160156,4544.589844,4549.600098,6.84
2017.47,1902.43,2030.48,1986.44,1927.61,1859.11,1843.61,4443.830078,4394.990234,4464.540039,4457.370117,4527.700195,4569.160156,4544.589844,6.83
1983.76,2017.47,1902.43,2030.48,1986.44,1927.61,1859.11,4468.720215,4443.830078,4394.990234,4464.540039,4457.370117,4527.700195,4569.160156,6.82
1969.39,1983.76,2017.47,1902.43,2030.48,1986.44,1927.61,4509.549805,4468.720215,4443.830078,4394.990234,4464.540039,4457.370117,4527.700195,6.84
1897.06,1969.39,1983.76,2017.47,1902.43,2030.48,1986.44,4514.439941,4509.549805,4468.720215,4443.830078,4394.990234,4464.540039,4457.370117,6.85
1888.71,1897.06,1969.39,1983.76,2017.47,1902.43,2030.48,4465.160156,4514.439941,4509.549805,4468.720215,4443.830078,4394.990234,4464.540039,6.84
1897.88,1888.71,1897.06,1969.39,1983.76,2017.47,1902.43,4438.339844,4465.160156,4514.439941,4509.549805,4468.720215,4443.830078,4394.990234,6.84
1917.86,1897.88,1888.71,1897.06,1969.39,1983.76,2017.47,4453.669922,4438.339844,4465.160156,4514.439941,4509.549805,4468.720215,4443.830078,6.84
1871.16,1917.86,1897.88,1888.71,1897.06,1969.39,1983.76,4528.240234,4453.669922,4438.339844,4465.160156,4514.439941,4509.549805,4468.720215,6.84
1894.62,1871.16,1917.86,1897.88,1888.71,1897.06,1969.39,4373.330078,4528.240234,4453.669922,4438.339844,4465.160156,4514.439941,4509.549805,6.85
1889.64,1894.62,1871.16,1917.86,1897.88,1888.71,1897.06,4417.350098,4373.330078,4528.240234,4453.669922,4438.339844,4465.160156,4514.439941,6.78
1965.41,1889.64,1894.62,1871.16,1917.86,1897.88,1888.71,4410.609863,4417.350098,4373.330078,4528.240234,4453.669922,4438.339844,4465.160156,6.85
2001.5,1965.41,1889.64,1894.62,1871.16,1917.86,1897.88,4301.490234,4410.609863,4417.350098,4373.330078,4528.240234,4453.669922,4438.339844,6.84
2018.66,2001.5,1965.41,1889.64,1894.62,1871.16,1917.86,4322.910156,4301.490234,4410.609863,4417.350098,4373.330078,4528.240234,4453.669922,6.83
2090.77,2018.66,2001.5,1965.41,1889.64,1894.62,1871.16,4384.540039,4322.910156,4301.490234,4410.609863,4417.350098,4373.330078,4528.240234,6.84
2037.74,2090.77,2018.66,2001.5,1965.41,1889.64,1894.62,4379.569824,4384.540039,4322.910156,4301.490234,4410.609863,4417.350098,4373.330078,6.84
2079.12,2037.74,2090.77,2018.66,2001.5,1965.41,1889.64,4347.560059,4379.569824,4384.540039,4322.910156,4301.490234,4410.609863,4417.350098,6.83
2031.68,2079.12,2037.74,2090.77,2018.66,2001.5,1965.41,4325.740234,4347.560059,4379.569824,4384.540039,4322.910156,4301.490234,4410.609863,6.81
1954.21,2031.68,2079.12,2037.74,2090.77,2018.66,2001.5,4386.490234,4325.740234,4347.560059,4379.569824,4384.540039,4322.910156,4301.490234,6.82
1964.37,1954.21,2031.68,2079.12,2037.74,2090.77,2018.66,4308.589844,4386.490234,4325.740234,4347.560059,4379.569824,4384.540039,4322.910156,6.82
1975.01,1964.37,1954.21,2031.68,2079.12,2037.74,2090.77,4289.77002,4308.589844,4386.490234,4325.740234,4347.560059,4379.569824,4384.540039,6.84
1976.82,1975.01,1964.37,1954.21,2031.68,2079.12,2037.74,4255.72998,4289.77002,4308.589844,4386.490234,4325.740234,4347.560059,4379.569824,6.84
2015.69,1976.82,1975.01,1964.37,1954.21,2031.68,2079.12,4274.319824,4255.72998,4289.77002,4308.589844,4386.490234,4325.740234,4347.560059,6.79
2018.46,2015.69,1976.82,1975.01,1964.37,1954.21,2031.68,4146.930176,4274.319824,4255.72998,4289.77002,4308.589844,4386.490234,4325.740234,6.85
1987.76,2018.46,2015.69,1976.82,1975.01,1964.37,1954.21,4127,4146.930176,4274.319824,4255.72998,4289.77002,4308.589844,4386.490234,6.84
1897.22,1987.76,2018.46,2015.69,1976.82,1975.01,1964.37,4161.959961,4127,4146.930176,4274.319824,4255.72998,4289.77002,4308.589844,6.84
1863.8,1897.22,1987.76,2018.46,2015.69,1976.82,1975.01,4146.779785,4161.959961,4127,4146.930176,4274.319824,4255.72998,4289.77002,6.84
1852.42,1863.8,1897.22,1987.76,2018.46,2015.69,1976.82,4055.709961,4146.779785,4161.959961,4127,4146.930176,4274.319824,4255.72998,6.82
1851.52,1852.42,1863.8,1897.22,1987.76,2018.46,2015.69,4057.879883,4055.709961,4146.779785,4161.959961,4127,4146.930176,4274.319824,6.82
1850.48,1851.52,1852.42,1863.8,1897.22,1987.76,2018.46,4054.629883,4057.879883,4055.709961,4146.779785,4161.959961,4127,4146.930176,6.82
1832.91,1850.48,1851.52,1852.42,1863.8,1897.22,1987.76,4047.800049,4054.629883,4057.879883,4055.709961,4146.779785,4161.959961,4127,6.84
1820.81,1832.91,1850.48,1851.52,1852.42,1863.8,1897.22,4084.01001,4047.800049,4054.629883,4057.879883,4055.709961,4146.779785,4161.959961,6.83
1880.72,1820.81,1832.91,1850.48,1851.52,1852.42,1863.8,4106.22998,4084.01001,4047.800049,4054.629883,4057.879883,4055.709961,4146.779785,6.84
1937.14,1880.72,1820.81,1832.91,1850.48,1851.52,1852.42,4068.26001,4106.22998,4084.01001,4047.800049,4054.629883,4057.879883,4055.709961,6.83
1924.01,1937.14,1880.72,1820.81,1832.91,1850.48,1851.52,4037.300049,4068.26001,4106.22998,4084.01001,4047.800049,4054.629883,4057.879883,6.83
1878.18,1924.01,1937.14,1880.72,1820.81,1832.91,1850.48,3995.820068,4037.300049,4068.26001,4106.22998,4084.01001,4047.800049,4054.629883,6.83
1904.86,1878.18,1924.01,1937.14,1880.72,1820.81,1832.91,4093.929932,3995.820068,4037.300049,4068.26001,4106.22998,4084.01001,4047.800049,6.83
1900.35,1904.86,1878.18,1924.01,1937.14,1880.72,1820.81,4131.830078,4093.929932,3995.820068,4037.300049,4068.26001,4106.22998,4084.01001,6.83
1863.37,1900.35,1904.86,1878.18,1924.01,1937.14,1880.72,4154.669922,4131.830078,4093.929932,3995.820068,4037.300049,4068.26001,4106.22998,6.84
1928.87,1863.37,1900.35,1904.86,1878.18,1924.01,1937.14,4145.419922,4154.669922,4131.830078,4093.929932,3995.820068,4037.300049,4068.26001,6.84
1920.21,1928.87,1863.37,1900.35,1904.86,1878.18,1924.01,4221.02002,4145.419922,4154.669922,4131.830078,4093.929932,3995.820068,4037.300049,6.85
1954.44,1920.21,1928.87,1863.37,1900.35,1904.86,1878.18,4200.830078,4221.02002,4145.419922,4154.669922,4131.830078,4093.929932,3995.820068,6.84
1986.67,1954.44,1920.21,1928.87,1863.37,1900.35,1904.86,4095.830078,4200.830078,4221.02002,4145.419922,4154.669922,4131.830078,4093.929932,6.84
1994.11,1986.67,1954.44,1920.21,1928.87,1863.37,1900.35,4096.830078,4095.830078,4200.830078,4221.02002,4145.419922,4154.669922,4131.830078,6.84
